# BUSCO version is: 5.0.0 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of species: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17720at7742	Complete	ptg000634l_1	413101	428403	+	3047.1	2048	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	ptg001619l_1	320848	384824	-	1941.3	1640	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	ptg000353l_1	541677	565525	+	1286.9	1508	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Complete	ptg001060l_1	60962	99488	+	2252.8	1233	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	ptg000868l_1	1789223	1857165	-	2458.4	1285	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	ptg001013l_1	251454	265926	-	1434.5	939	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	ptg001500l_1	270407	303124	+	2792.2	1479	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	ptg000429l_1	4637048	4818844	-	1096.8	834	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Complete	ptg001796l_1	11256	47038	+	1610.8	1163	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Missing
19307at7742	Complete	ptg000365l_1	1053436	1164538	+	1384.1	1010	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Duplicated	ptg000048l_1	234124	238554	+	847.3	1291	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19351at7742	Duplicated	ptg003398l_1	9034	14055	-	907.0	710	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Complete	ptg001598l_1	1256664	1270143	+	868.6	767	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Complete	ptg000412l_1	2918525	2965197	-	2159.0	1062	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	ptg000370l_1	2072548	2389723	+	1822.4	1492	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Complete	ptg000691l_1	284891	349174	-	2382.7	1149	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	ptg000171l_1	3049561	3140726	+	2194.8	1120	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Duplicated	ptg000615l_1	812668	850007	-	2060.8	1299	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
20951at7742	Duplicated	ptg000615l_1	812668	863951	-	2348.0	1448	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	ptg000680l_1	3275541	3387384	+	1504.1	844	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	ptg000844l_1	538870	625551	+	2327.7	1210	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	ptg000746l_1	289533	581384	+	2168.0	1472	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Fragmented	ptg000327l_1	4433636	4540247	+	590.1	669	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Complete	ptg000210l_1	5210426	5280040	+	2148.4	1110	https://www.orthodb.org/v10?query=21970at7742	WD repeat domain 17
22108at7742	Complete	ptg000440l_1	302994	317370	-	1655.4	1060	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Complete	ptg001263l_1	1109454	1203117	-	2678.6	1972	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	ptg000517l_1	3791800	3816871	-	811.4	747	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Complete	ptg000070l_1	274471	365022	+	1555.1	1107	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Complete	ptg000101l_1	8184900	8237702	-	1116.6	633	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	ptg000065l_1:6643028-9248391	9207260	9248391	-	2107.8	1128	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	ptg000207l_1	4597682	4654263	+	2231.8	1159	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	ptg000135l_1	635288	709227	-	1790.6	2059	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	ptg000016l_1	3081420	3179615	-	2222.3	1172	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Complete	ptg000848l_1	1452606	1509775	-	1662.4	1026	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	ptg000907l_1	557422	630211	+	1866.4	1227	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	ptg000019l_1	2402520	2476153	-	1641.4	1163	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	ptg001631l_1	415723	737422	+	1743.2	1034	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Complete	ptg000142l_1	1473796	1594624	-	1742.7	1320	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Complete	ptg000029l_1	2957780	3015939	-	1562.0	1078	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Complete	ptg000398l_1	206842	240448	-	1735.3	1482	https://www.orthodb.org/v10?query=23996at7742	A-kinase anchor protein 11
24404at7742	Complete	ptg000534l_1	2164626	2202304	-	2054.0	1104	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Complete	ptg001271l_1	1250566	1342622	-	1427.7	810	https://www.orthodb.org/v10?query=24468at7742	Zinc finger protein 536
24566at7742	Complete	ptg000031l_1	8050699	8088976	+	1495.6	961	https://www.orthodb.org/v10?query=24566at7742	nischarin isoform X1
24621at7742	Complete	ptg001774l_1	960643	1030562	+	2124.7	1153	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Complete	ptg000326l_1	7221577	7365439	+	1827.7	1535	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Complete	ptg000845l_1	2205431	2258006	-	727.4	543	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	ptg000775l_1	2082567	2113116	+	1475.4	1276	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Complete	ptg000634l_1	203772	232837	+	918.6	1057	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	ptg000123l_1	3636231	3673241	-	2109.5	1037	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Complete	ptg000517l_1	121781	130301	-	1872.9	1009	https://www.orthodb.org/v10?query=25839at7742	DNA mismatch repair protein Msh6
26047at7742	Complete	ptg000763l_1	426202	440376	+	1845.0	1034	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	ptg000016l_1	3489781	3504527	-	1354.9	1092	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Complete	ptg000281l_1	35101	61100	+	1482.3	1015	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Complete	ptg000226l_1	1117706	1171784	-	1694.9	1060	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	ptg000162l_1	516150	631985	+	1963.0	1069	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Complete	ptg000112l_1	1202780	1272044	-	2058.1	1373	https://www.orthodb.org/v10?query=26808at7742	pseudopodium-enriched atypical kinase 1
26890at7742	Complete	ptg001330l_1	125068	156263	+	1561.7	874	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	ptg001058l_1	885534	1053415	-	1044.5	856	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Complete	ptg000304l_1	1941323	1951772	+	1514.3	962	https://www.orthodb.org/v10?query=27280at7742	Kinesin family member 7
27308at7742	Complete	ptg000016l_1	2052806	2154716	+	2303.6	1408	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	ptg001006l_1	1085546	1104690	+	1679.0	993	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	ptg001285l_1	2242652	2296624	-	1989.0	1176	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Complete	ptg002401l_1	501862	530253	-	1095.1	977	https://www.orthodb.org/v10?query=27463at7742	sushi, nidogen and EGF-like domain-containing protein 1
27595at7742	Complete	ptg000373l_1	5699100	5839042	-	1338.8	1049	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Complete	ptg000208l_1	1956559	1967961	+	947.3	645	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	ptg000397l_1	5638015	5646663	+	1482.1	1048	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	ptg000359l_1	1797893	1869500	+	1413.9	1011	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	ptg001435l_1	493805	556989	+	1862.8	1023	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Complete	ptg000374l_1	4433921	4445278	+	1905.9	1041	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	ptg001277l_1	407373	431126	+	1735.9	1022	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Complete	ptg000276l_1	647339	765207	+	1368.3	944	https://www.orthodb.org/v10?query=28693at7742	protein MMS22-like
28708at7742	Complete	ptg001389l_1	580603	650533	-	1920.4	991	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	ptg001375l_1	101269	216428	+	1926.7	941	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Complete	ptg001013l_1	97949	101458	+	1601.3	873	https://www.orthodb.org/v10?query=28954at7742	zinc finger BED domain-containing protein 4
29096at7742	Complete	ptg000009l_1	1265766	1328416	-	2019.2	1184	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Complete	ptg000717l_1	651478	774226	+	1344.1	850	https://www.orthodb.org/v10?query=29337at7742	adhesion G protein-coupled receptor A3
29623at7742	Complete	ptg000677l_1	615535	665712	-	1444.2	1050	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Complete	ptg000285l_1	796747	879847	-	1691.0	1109	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Fragmented	ptg000918l_1	1142103	1166779	+	713.0	437	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	ptg001242l_1	3149455	3192422	+	751.3	763	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Complete	ptg000137l_1	2950007	2982089	-	1135.2	698	https://www.orthodb.org/v10?query=30224at7742	Adhesion G protein-coupled receptor A2
30479at7742	Complete	ptg000115l_1	6823223	6858968	+	1787.6	1301	https://www.orthodb.org/v10?query=30479at7742	mediator of RNA polymerase II transcription subunit 1
30774at7742	Complete	ptg000304l_1	2072691	2095109	-	1304.3	1027	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	ptg000340l_1	302313	382814	-	1322.7	944	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Complete	ptg000770l_1	2534415	2542272	+	1625.8	985	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Complete	ptg000016l_1	2484244	2498406	+	1744.2	1108	https://www.orthodb.org/v10?query=31418at7742	protein dispatched homolog 2
31574at7742	Complete	ptg000415l_1	2581256	2630969	-	2065.0	1022	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	ptg000203l_1	2704340	2743939	-	1753.5	1116	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	ptg000616l_1	57897	92377	-	1837.7	976	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Complete	ptg000639l_1	597759	673494	-	1335.3	969	https://www.orthodb.org/v10?query=32286at7742	serine/threonine-protein kinase SIK3 isoform X1
