# BUSCO version is: 5.0.0 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of species: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3022at7742	Complete	ptg000203l	1928228	2016555	+	3854.0	2381	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Duplicated	ptg000497l	2424371	2551454	-	3843.6	2209	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3190at7742	Duplicated	ptg000002l	266519	394756	+	3845.7	2209	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	ptg000838l	2869185	2916564	+	3732.0	2814	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Duplicated	ptg001970l	119975	228782	+	4214.2	2148	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4106at7742	Duplicated	ptg001220l	384299	492857	-	4353.0	2157	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Duplicated	ptg001335l	430037	532636	-	3578.8	2114	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4372at7742	Duplicated	ptg002528l	6209	88530	+	3584.2	2115	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4443at7742	Complete	ptg000025l	920471	970811	+	3843.0	2180	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Duplicated	ptg000002l	2625768	2658037	+	4971.6	2131	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4577at7742	Duplicated	ptg000497l	177265	211126	-	4978.6	2131	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	ptg000557l:3110737-3212025	3110737	3199938	+	2389.1	1778	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Duplicated	ptg000793l	42938	134860	+	3016.4	1841	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5018at7742	Duplicated	ptg000310l	291473	382772	+	3135.5	1893	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Duplicated	ptg001320l	1355846	1482095	+	3915.1	2101	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5095at7742	Duplicated	ptg000561l	83314	213820	-	4000.5	2130	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Duplicated	ptg000491l	606671	702409	+	4221.8	2171	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5422at7742	Duplicated	ptg000764l	237492	332981	+	4230.1	2182	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Duplicated	ptg001032l	51776	104552	-	2491.9	1556	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5465at7742	Duplicated	ptg001395l	50426	104233	-	2542.1	1539	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Duplicated	ptg001066l	241535	336545	+	3714.5	2417	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5520at7742	Duplicated	ptg000107l	4673385	4769191	-	3748.6	2403	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5604at7742	Duplicated	ptg001756l	83045	290971	-	2612.2	1854	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5604at7742	Duplicated	ptg001742l	78150	287911	-	2659.4	1907	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	ptg000154l	417378	523828	-	3489.0	2312	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Duplicated	ptg001166l	18698	119103	-	3907.5	1976	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
5981at7742	Duplicated	ptg002701l	132474	233626	+	4049.0	2025	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	ptg001783l	348482	405876	+	3631.3	1848	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	ptg000060l	6857247	6933323	+	3671.2	1967	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Duplicated	ptg001138l	280970	335175	+	1666.7	1147	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6253at7742	Duplicated	ptg002041l	210088	264297	-	1667.9	1147	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	ptg000010l	1153699	1256972	+	4593.5	2338	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	ptg000044l	807875	1195668	+	2907.1	1851	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Duplicated	ptg002097l	38892	206014	-	2955.3	1752	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7000at7742	Duplicated	ptg001150l	218310	385609	+	2956.5	1752	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Fragmented	ptg003272l	5788	72567	+	1116.7	1061	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	ptg000577l	6351078	6428947	+	2315.7	1827	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	ptg000017l	4581846	4683533	+	2640.5	1433	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Duplicated	ptg000606l	168397	192306	-	1335.5	1247	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8258at7742	Duplicated	ptg002258l	447024	470761	+	1409.8	1248	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8409at7742	Duplicated	ptg000497l	248763	259643	+	2325.6	1439	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8409at7742	Duplicated	ptg000002l	2577350	2588227	-	2345.1	1481	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Complete	ptg000745l	38398	114887	+	2837.5	1805	https://www.orthodb.org/v10?query=8503at7742	Dopey family member 2
8757at7742	Complete	ptg000371l	846229	936144	+	3212.6	1625	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Duplicated	ptg000423l	98113	193877	+	1490.1	1374	https://www.orthodb.org/v10?query=8766at7742	rotatin
8766at7742	Duplicated	ptg000047l	1688715	1784150	-	1504.2	1292	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Complete	ptg000162l	121045	176729	-	2376.7	1720	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Complete	ptg001833l	396801	441580	+	1798.2	1477	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	ptg000382l	3003893	3082274	+	2796.4	1644	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Duplicated	ptg000336l	226640	316575	-	3375.8	2061	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	ptg002443l	312710	402663	+	3480.0	2108	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Complete	ptg000142l	1799109	1822326	-	2155.1	1670	https://www.orthodb.org/v10?query=9579at7742	Upstream transcription factor family member 3
9683at7742	Complete	ptg001500l	202901	241398	-	3227.1	1791	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	ptg000460l	2801759	2877055	-	2959.9	1766	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	ptg000699l	2578249	2593916	-	3087.7	1847	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Complete	ptg001992l:3381-474807	3381	321497	-	1711.2	1045	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10163at7742	Complete	ptg001402l	115636	157631	-	1427.4	1264	https://www.orthodb.org/v10?query=10163at7742	protein PRRC2B isoform X1
10485at7742	Complete	ptg001787l	657174	695225	-	1687.7	1446	https://www.orthodb.org/v10?query=10485at7742	protein PRRC2C isoform X1
10757at7742	Complete	ptg001417l	229110	261302	+	2376.1	1504	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Duplicated	ptg001117l	1398281	1422105	+	1797.0	1311	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
10899at7742	Duplicated	ptg000630l	334209	357859	-	1944.9	1330	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
11104at7742	Duplicated	ptg000188l	2985118	3163975	+	3106.0	1543	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11104at7742	Duplicated	ptg001594l	366435	556166	+	3107.8	1543	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Complete	ptg000398l	481280	935849	+	2763.9	1545	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Duplicated	ptg000467l	589750	698825	+	3264.6	1639	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11237at7742	Duplicated	ptg001973l	20408	130042	-	3275.5	1641	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11472at7742	Complete	ptg001418l	320092	364643	+	2808.2	1400	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	ptg001724l	1557538	1574033	-	2184.5	1381	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	ptg000534l	1104223	1188390	+	1574.0	1165	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	ptg001075l	329986	372316	+	2683.6	1559	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	ptg000576l	1402927	1468947	+	2496.4	1819	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Duplicated	ptg001463l	895239	1050653	+	2552.1	1418	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12004at7742	Duplicated	ptg000495l	44871	200907	-	2552.7	1418	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Duplicated	ptg000163l	319139	359588	+	1313.7	1241	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12300at7742	Duplicated	ptg000156l	5510186	5551469	+	1518.5	1334	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	ptg001059l	191280	341981	-	2585.8	1368	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Duplicated	ptg000226l	2235861	2547518	+	2746.4	1468	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12613at7742	Duplicated	ptg002563l	232333	547965	-	2749.3	1449	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	ptg000858l	2086854	2163884	+	2645.6	1527	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	ptg001200l	2233121	2312426	-	2959.8	1546	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	ptg000449l	93611	155259	+	2162.3	1444	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Duplicated	ptg001983l	76660	110548	+	1070.9	986	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13480at7742	Duplicated	ptg002108l	73111	106986	+	1071.6	986	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	ptg001088l	1160479	1213239	+	2385.2	1418	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Duplicated	ptg000730l	458876	513905	+	2139.0	1360	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13881at7742	Duplicated	ptg000647l	1797082	1852277	+	2175.7	1358	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	ptg000284l	12276012	12321596	-	1701.5	1109	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Duplicated	ptg002108l	444770	465370	+	1806.4	1156	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
13987at7742	Duplicated	ptg001983l	444314	464820	+	1816.6	1189	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
14102at7742	Complete	ptg000326l	4830388	4990535	+	1883.2	1496	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	ptg000775l	2961179	3097019	+	2690.5	1509	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Duplicated	ptg001788l	286301	369224	-	1896.5	1259	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
14788at7742	Duplicated	ptg000144l	607570	683351	+	2195.1	1385	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Complete	ptg000085l	9205844	9295044	+	1382.9	1315	https://www.orthodb.org/v10?query=15083at7742	Ankyrin repeat domain 12
15257at7742	Duplicated	ptg001383l	245193	315521	-	1660.7	1873	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15257at7742	Duplicated	ptg000156l	4874573	4944639	+	1661.7	2086	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Duplicated	ptg000931l	1178133	1271249	-	3034.4	1612	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15408at7742	Duplicated	ptg000795l	3809837	3903666	-	3034.6	1612	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	ptg000912l	601831	677978	+	3135.0	1618	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Duplicated	ptg000557l	4088954	4164036	+	1572.8	1311	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15611at7742	Duplicated	ptg000247l	4100038	4176784	+	1575.3	1302	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	ptg000118l	6987069	7080913	+	1603.8	1402	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	ptg000620l	1528298	1542569	+	2628.5	1366	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Complete	ptg000934l	285252	323340	+	653.0	733	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16236at7742	Duplicated	ptg001513l	416114	455208	+	1841.2	1295	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16236at7742	Duplicated	ptg000340l	850280	889333	+	1856.3	1298	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	ptg001006l:1939280-1993168	1939280	1985646	-	1558.8	1115	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Duplicated	ptg001416l	2094058	2141109	-	2085.9	1116	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16405at7742	Duplicated	ptg000845l	1179222	1225995	-	2086.8	1092	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Fragmented	ptg001647l	115318	146385	+	1115.6	772	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	ptg000638l	7223592	7295641	-	2300.8	1237	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	ptg000011l	4089074	4187576	+	2985.5	1456	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Duplicated	ptg000753l	2859863	3001091	+	2280.3	1220	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17577at7742	Duplicated	ptg000349l	335702	476546	+	2448.0	1270	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Complete	ptg000442l	5036345	5093334	+	2148.8	1041	https://www.orthodb.org/v10?query=17657at7742	Dispatched RND transporter family member 1
17720at7742	Duplicated	ptg000222l	1385041	1400347	-	3045.3	2046	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17720at7742	Duplicated	ptg000634l	413101	428403	+	3047.1	2048	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Duplicated	ptg000871l	123653	187806	+	1933.5	1724	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17781at7742	Duplicated	ptg001619l	320848	384824	-	1941.3	1640	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	ptg000353l	541677	565525	+	1286.9	1508	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Duplicated	ptg001060l	60962	99488	+	2252.8	1233	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17848at7742	Duplicated	ptg001220l	70751	109243	-	2254.7	1219	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	ptg001057l:1788525-1857165	1788525	1856819	-	2458.4	1285	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	ptg001013l	251454	265926	-	1434.5	939	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	ptg001500l	270407	303124	+	2792.2	1479	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	ptg000429l	4637048	4818844	-	1096.8	834	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Duplicated	ptg001796l	11256	47038	+	1610.8	1163	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19072at7742	Duplicated	ptg001312l	1079507	1113345	-	1613.1	1163	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Missing
19307at7742	Complete	ptg000365l	1053436	1164538	+	1384.1	1010	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Duplicated	ptg000048l	234124	238554	+	847.3	1291	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19351at7742	Duplicated	ptg003276l	22823	27253	-	848.0	1242	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19351at7742	Duplicated	ptg000163l	1324274	1329250	-	903.1	710	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19351at7742	Duplicated	ptg003398l	9034	14055	-	907.0	710	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Duplicated	ptg000827l	622984	636699	-	848.6	800	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19367at7742	Duplicated	ptg001598l	1256664	1270143	+	868.6	767	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Complete	ptg000412l	2918525	2965197	-	2159.0	1062	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	ptg000370l	2072548	2389723	+	1822.4	1492	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Duplicated	ptg000905l	88603	155362	-	2223.0	1149	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20356at7742	Duplicated	ptg000691l	284891	349174	-	2382.7	1149	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	ptg000171l	3049561	3140726	+	2194.8	1120	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Duplicated	ptg002181l:390931-850007	390931	427892	-	2060.8	1299	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
20951at7742	Duplicated	ptg000615l	812668	863951	-	2348.0	1448	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
20951at7742	Duplicated	ptg002181l	390931	442003	-	2349.6	1449	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Duplicated	ptg000680l	3275541	3387384	+	1504.1	844	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21252at7742	Duplicated	ptg000184l	2326015	2442416	-	1507.3	845	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	ptg000844l:33178-625551	538870	625551	+	2327.7	1210	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Duplicated	ptg000746l	289533	581384	+	2168.0	1472	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21546at7742	Duplicated	ptg000523l	1935654	2228900	-	2168.3	1472	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Fragmented	ptg000327l	4433636	4540247	+	590.1	669	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Complete	ptg000210l	5210426	5280040	+	2148.4	1110	https://www.orthodb.org/v10?query=21970at7742	WD repeat domain 17
22108at7742	Complete	ptg002355l:302994-320317	305936	320317	-	1655.4	1060	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Duplicated	ptg000875l	36205	130669	-	2673.7	1991	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22187at7742	Duplicated	ptg001263l	1109454	1203117	-	2678.6	1972	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Duplicated	ptg000543l	1412568	1437694	-	809.3	747	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22275at7742	Duplicated	ptg000517l	3791800	3816871	-	811.4	747	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Complete	ptg000070l	274471	365022	+	1555.1	1107	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Complete	ptg000101l	8184900	8237702	-	1116.6	633	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	ptg000065l:6643028-9248391	9207260	9248391	-	2107.8	1128	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Duplicated	ptg001634l	795969	852501	-	2220.5	1159	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23173at7742	Duplicated	ptg000207l	4597682	4654263	+	2231.8	1159	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Duplicated	ptg000135l	3035573	3109512	-	1790.6	2059	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23457at7742	Duplicated	ptg002010l	197093	271194	+	1792.2	2059	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	ptg000016l	3081420	3179615	-	2222.3	1172	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Complete	ptg000848l	1452606	1509775	-	1662.4	1026	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Duplicated	ptg001341l	263389	337420	+	1797.7	1212	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23568at7742	Duplicated	ptg000907l	811440	884229	+	1866.4	1227	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
